Id,Profile,Relationship Role,Nearest Neighbors
1047513630,"UBC, medical program nan Neurologist because I love to learn about the brain and trying to figure out what we can do if it is not functioning optimally   nan I am studying medicine right now. I am in the 2nd year of a 4 year program. We learn a new subject each week. This past week we learned about the heart and what may cause it to bear too fast or too slow  Watch UFC, NBA, NHL. Workout. Listen to music (mostly kanye, big sea, or Drake). Browse Youtube for interesting videos. Surf instagram for funny memes  far from other towns/cities (like yours!) nan He/him no 1 nan I hope to connect with a mentee on a personal level. I realize there is a structure to the program, but I hope we are able to talk beyond this. I would like to learn about the Mentees goals and try to help them become the best version of themselves.  I am open to matching with anyone. If possible, if a mentee is interested in medicine or another challenging profession I may be able to provide more insight and connect with them on a deeper level  nan nan nan",mentor,"[('1047517757', 0.99, 'mentor'), ('1047585216', 0.99, 'mentee'), ('1047514152', 0.99, 'mentor'), ('1047594516', 0.99, 'mentee')]"
1047640493,"nan Charles Hays Secondary - Dueck Pediatric Oncology or Surgical Nurse  nan I am going off to post-secondary to do the nursing program Drawing, working out, going for drives No preference nan she/her nan I would like a mentor who is passionate, kind and understanding towards others, has travelled around and is into fitness  nan Finding motivation with homework/projects, and navigating things that cause stress in life I am a bit shy, i would like to be able to have proper time management when it comes to doing my work and I am interested to applying to schools in alberta Once a week No class/homework time to work on the program nan",mentee,"[('1047592070', 1.0, 'mentee'), ('1047639733', 1.0, 'mentee'), ('1047514155', 1.0, 'mentor'), ('1047627569', 1.0, 'mentee')]"
1047515098,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,mentee,"[('1047515114', 1.0, 'mentee'), ('1047516619', 1.0, 'mentee'), ('1047537906', 1.0, 'mentee'), ('1047503435', 1.0, 'mentee')]"
1047593954,"nan nan counselor, social worker, or somewhere working with kids   nan I don't know what I want to study, but I want to go to VIU  I enjoy playing video games, being with friends, shopping.  No preference nan she/her nan nan nan living on my own, what to expect post-secondary, future plans  if they could it would be nice if they were from VIU, because I do have some questions. nan nan nan",mentee,"[('1047554034', 1.0, 'mentee'), ('1047592264', 1.0, 'mentee'), ('1047585221', 1.0, 'mentee'), ('1047584585', 1.0, 'mentee')]"
1047498720,"nan Alberni Secondary Nurse nan I am interested in becoming a registered nurse in ER. I spend my time playing soccer, drawing, baking and watching a lot of Netflix. Urban (big city) nan , 0 , 0 , 1 nan nan nan nan nan nan",mentee,"[('1047499573', 1.0, 'mentee'), ('1047516882', 1.0, 'mentee'), ('1047551394', 1.0, 'mentee'), ('1047496782', 1.0, 'mentee')]"
1047513329,nan nan nan nan nan nan Rural (a small town nan nan nan 3 nan nan nan nan nan nan,mentee,"[('1047551364', 1.0, 'mentee'), ('1047557261', 1.0, 'mentee'), ('1047585068', 1.0, 'nan'), ('1047593152', 1.0, 'mentee')]"
1047582596,"I have attended CNC and UNBC. Always in the psychology program but added English And First Nations studies. nan I am currently designing a non-profit program that will bring free drop in counselling to my community and utilize Western and First Nation methods to mental health and spiritual well being.I am also currently writing an auto-fiction manuscript on harm reduction recovery. This self help book will incorporate my experiences, journey of personal growth and several fields of psychology offering the reader the tools they need to recover from a combination of trauma, mental illness and addiction.Although my life has not been easy, or ideal, it is the reason I have these goals today.  Honestly since I was a high school drop out, single mother and recovering addict I did not believe post secondary school was an option for me. I grew up in rural areas and in poverty, even graduating high school hadn't seemed like an option for me as I started working and was on my own very young.When I first thought about more schooling I didn't aim very high academically. I had been cooking since I was seven and so I got my GED and did Culinary Arts Levels 1 & 2 at CNC. I wasn't the best in the class but I passed and my ginger bread clock tower was celebrated. Being exposed to the college experience really got me thinking about what I had wanted to do as a child. I wanted to be a Psychologist and help people.I grew bored cooking for a living quickly and was working as a support worker with people in addiction. I found myself thinking why not? after all I survived addiction and Culinary Arts. Why not me? Why can I not achieve my dreams? So I booked an appointment with an academic advisor at CNC.The list of things I had to do was huge... placement tests, upgrading and then a huge list of classes for the psychology program. I couldn't say or spell many of the words on my to do list. Some of them I didn't even know the meaning of! I still spelt psychology wrong sometimes! It was anxiety provoking but I put my negative self talk away, ignored all of the things I believed growing up and took a chance on myself. After a placement test I decided that if I could pass the first step, the first class, I would keep going and I did. One task at a time.I completed my upgrading at CNC (repeating each math class twice), and I took first year classes while I was upgrading. By the time I was in second year classes I had been diagnosed with ADHD GAD PTSD and Bi-polar disorder. I learned how to accept and ask for help with the staff at CNC. I finished my upgrading and the classes offered at CNC before transferring to UNBC.At UNBC I utilized everything I knew from my experiences at CNC. I added English and First Nations studies to my Bachelors degree in the form of minors for a diverse degree. It was at UNBC that I finished the upper level classes of my degree and gained the confidence I need for my current passion projects.I graduated from UNBC with a Bachelors Degree in the Science of Psychology with minors in English and First Nations studies and a 3.21 GPA. Some days it still feels unbelievable because I never allowed myself to think this far ahead. I would get overwhelmed thinking about all of the classes I had to take and only focus on one semester at a time. Finishing my biggest goals in life has given me the opportunity and knowledge I need to make and achieve the new ones.   nan I have various hobbies; cooking, baking, gardening, hiking, writing, going to the range, entertaining, game nights, working out, cats and dogs, DIY projects and most recently a bit of web design.  nan I have a rural background her, she  0 nan I have experience working with people struggling with addiction and/or mental illness.I also am one of these people.I have had to learn how to overcome many barriers to mange my disabilities both personally and academically. Leaving a rural area for an urban setting is something I did as a minor and then again and an adult with different outcomes. I have utilized all of my post secondary knowledge into my daily living for things like time management, motivation and  overcoming specific obstacles.  nan I have one First Nation ancestor aways back in our family tree. Current DNA testing doesn't have a measure for FN ancestry. I acknowledge both my ancestor and 23andMe DNA testing. My test confirmed that I am a combination of four different types of Caucasian with a hint of North African and a pinch of unidentifiable DNA.Race is a social construct and so if my skin is light I am perceived as a 'white' woman. However if I get too much sun in the summer I encounter a range of racism. From staff at institutions asking my band, to implying negative stereo types about Indigenous women and mothers. From men saying things like 'I usually only like white women', lateral violence and so on. Although my encounters with racism are limited It does allow for me to better understand the Indigenous experience.I wasn't really sure where I fit on the LGBTQIAP2S+ scale when I was younger. I felt the need to conform to the heterosexual normative most of my life. I took some post secondary classes that covered gender and sexuality and I came out the other side comfortably identifying as queer.  nan nan nan",mentor,"[('1047550236', 0.96, 'mentor'), ('1047582331', 0.96, 'mentor'), ('1047585820', 0.96, 'mentor'), ('1047581892', 0.95, 'mentor')]"
1047547951,"UBC, Biotechnology nan Science researcher because I want to push the boundaries of human knowledge. nan Through my biotechnology program, I am educated in most areas of life sciences. I also have had multiple research positions, both paid and voluntary. My hobbies include playing video games, listening to music, and swimming. far from other towns/cities (like yours!) nan he no preference 1 nan I want to connect with rural youth and help them succeed in their transition into adulthood and post secondary education. Political unrest in my home country has brought my attention to injustice and human rights issues around the world. This has prompted me to become involved in Canadian politics and lobbying. nan nan nan",mentor,"[('1047514517', 1.0, 'mentor'), ('1047516615', 1.0, 'mentee'), ('1047548784', 1.0, 'mentor'), ('1047554104', 1.0, 'mentee')]"
1047501149,"Thompson Rivers University; McMaster University nan Doctor nan Chemistry, Biology, Psychology, Medicine, Healthcare I enjoy hiking, swimming and snowshoeing nan nan , 0 , 4 , 1 nan nan nan nan nan nan",mentor,"[('13464', 1.0, 'mentor'), ('1047496812', 1.0, 'mentee'), ('1047498734', 1.0, 'mentee'), ('1047499337', 1.0, 'mentee')]"
1047513225,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,mentee,"[('1047515114', 1.0, 'mentee'), ('1047503059', 1.0, 'mentee'), ('1047537906', 1.0, 'mentee'), ('1047503435', 1.0, 'mentee')]"
1047557268,"nan nan i'd want to be an astronaut because i want to explore the galaxy nan i'd like an english major because i spealize in literature but i'd like to keep my options open for other programs i like to play games, paint, sculpt, draw, read, and write (: Urban (big city) nan she/they no preference 1 nan Tips on school work, advice on handling work my parents & a lot of trauma made me who i am today nan nan nan",mentee,"[('1047503436', 1.0, 'mentee'), ('1047541564', 1.0, 'mentee'), ('1047513324', 1.0, 'mentor'), ('1047554195', 1.0, 'mentee')]"
1047594516,"nan Charles Hays Secondary - Dueck The career that I am pursuing is nursing, because I want to help people and I find the career very interesting. I love the idea that I have a lot of options in nursing, and if I choose something I don't like I will try another. Some of my dream careers are college volleyball player, and maybe something in fashion. I have never actually thought about a dream job.  nan I am going into nursing at the CNC college in Quesnel. My favorite subject in school is biology, I find it fascinating and I just enjoy learning about it. I draw, dirt bike, farm, play volleyball. I did play basketball, gymnastics, soccer, and track and field. No preference nan she nan nan nan Transitioning to a big city, living on your own/""adulting"", learning what to expect in post-secondary, basically everything. I would like to have a mentor that was a student athlete, or someone who has the same hobbies, or someone who is determined to finish their goals, or someone who is in the career that I want to go into. nan nan nan",mentee,"[('1047585216', 0.99, 'mentee'), ('1047517757', 0.99, 'mentor'), ('1047512913', 0.99, 'mentor'), ('1047639738', 0.99, 'mentee')]"
1047499619,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,nan,"[('1047515114', 1.0, 'mentee'), ('1047554194', 1.0, 'mentee'), ('1047537906', 1.0, 'mentee'), ('1047503435', 1.0, 'mentee')]"
1047584573,nan Alberni Secondary i wanna be a pipeline welder or a automotive/small engine mechanic nan go to trade school for mechanics burn fuel and shoot chickens No preference nan he him  nan nan nan idk what even is LGBTQIAP2S+ nan nan nan,mentee,"[('1047516617', 1.0, 'mentee'), ('1047550057', 1.0, 'mentee'), ('1047548893', 1.0, 'mentee'), ('1047582872', 1.0, 'mentee')]"
1047588253,"nan nan My main career for income would be fishing in its prime. and something I would like to pursue would be some trades like welding, carpentry, mechanic. looking in to the stalk markets and investing my money wisely for more income.      nan my favorite subject in school is math because I've always been really good at math and it was always something that was easy for me. my hobbies are dirt biking, fishing, and flipping cars. Rural (a small town nan he him women  nan nan I would like my mentor to help me by listening to what I say and have input on the subject   My life experiences have been a lot of reckless enjoyment going out with my friends on my boat and to parties and the working half has been of on a boat working in very risky situations while having one of the hardest jobs ever. nan nan nan",mentee,"[('1047513634', 1.0, 'mentor'), ('1047588327', 1.0, 'mentee'), ('1047554104', 1.0, 'mentee'), ('1047594513', 1.0, 'mentee')]"
1047594513,"nan Charles Hays Secondary - Dueck Architect or Interior/Exterior designer because I find it interesting or Marine Biologist because I think it would be very interesting and fun to do and learn about. nan I am not 100% sure what I want to do. I know I want to work for a bit but after that I'm not sure what to choose to study. My favourite subject in school is Earth science, or just science in general so I think that might help me choose. I like to draw, read and write. For fun I like to go for walks and swim. Rural (a small town nan She/her nan nan nan Figuring out future plans. If possible, I'd like a mentor that also had trouble choosing between a few things to study. nan nan nan",mentee,"[('1047513634', 1.0, 'mentor'), ('1047588327', 1.0, 'mentee'), ('1047551648', 1.0, 'mentee'), ('1047593170', 1.0, 'mentee')]"
1047592614,"nan Tatla Lake School I am interested in becoming a realtor, I just recently got interested in it because I think it's something I would enjoy and it's a decent paying job. I also think being the owner of a cafe would be nice and somewhat calming to me. It's something I have been interested in for a while and I'm pretty sure I would enjoy it and I would like to create a calming environment for people to come and relax. Business is something I want to learn and it would be good for me to learn because I am motivated to do the work and always want to learn more.  nan I want to go into the real estate division in UBC and maybe get a bachelor in business if I am able to or invested in it enough. I like to play video games more calming ones and not too intense. I like to go biking, play volleyball and basketball once in a while. I like to plan out what my cafe would be like if I did have one. Urban (big city) nan She/they  nan nan nan I would like to know what it's like transitioning into a big city and learn about ""adulting"". I would also like to know if its hard to do taxes and what to expect in post-secondary. How do you stay motivated when you have so many things to do and how do you find free time when you work and go to university. How to deal with mental health and anxiety. It would be nice to learn about quick and cheap meals to make. I would like someone that goes to UBC and is interested in real estate or business in general. it would be cool if they were part of the LGBTQIAP2S+ and It would be nice if there were indigenous.  nan nan nan",mentee,"[('1047556157', 0.97, 'mentor'), ('1047583600', 0.96, 'mentor'), ('1047590672', 0.94, 'mentee'), ('1047595006', 0.94, 'mentee')]"
1047514517,"University of British Columbia, Biomedical Engineering nan I would love to work at the intersection of healthcare and innovative medical technology. nan nan hanging out with friends, skiing, hiking, kitesurfing, running, ping pong, current events, cooking meals really fast, eating bagels  nan nan He No preference nan nan nan I used to spend my summers sailboat racing for Canada all over the world. I enjoy teaching and mentorship. Sometimes school can be punishing and discouraging because it feels like the tasks at hand are too difficult, and you lack the natural talent or environment to succeed. I've come up against that wall many times; I know how you feel!  nan nan nan",mentor,"[('1047547951', 1.0, 'mentor'), ('1047516615', 1.0, 'mentee'), ('1047514155', 1.0, 'mentor'), ('1047548784', 1.0, 'mentor')]"
13440,", 2 nan nan nan Medicine  nan nan nan nan , 0 , 1 nan nan nan nan nan nan",mentor,"[('10694', 1.0, 'mentee'), ('11096', 1.0, 'mentor'), ('10705', 1.0, 'mentee'), ('10695', 1.0, 'mentee')]"
1047592070,"nan Charles Hays Secondary - Ling firefighting or wildfire firefighting because it would be a decent paying job while being outside most of the time in nature and would also be a fufilling job to do nan linguistics because i am very interested in languages and the sounds of language                                          halq'melem because i think its important to learn my language  basketball, guitar, gaming, target shooting, hunting,  Rural (a small town nan he  nan nan nan help to find a similar career or one that pays similar amount with similar amount of work put in to get into this career  student athlete, indigenous  nan nan nan",mentee,"[('1047640493', 1.0, 'mentee'), ('1047639733', 1.0, 'mentee'), ('1047585219', 1.0, 'mentee'), ('1047627569', 1.0, 'mentee')]"
1047634577,"I am studying anthropology (a social science) and I�m in my fourth year at UBC. Anthropology is just the study of why humans do the things they do. I went to UBC straight from high school. nan I�m not really sure what I want to do since a lot of what I�m interested in won�t make enough money to live well on but are important in society anyways. A lot of what interests me are in the social services such as working for a non�profit or charity, city planning, being a librarian or a teacher, working with communities in Chinatown etc. My dream careers are to be an author, to open up a bookstore/caf�, or something in the arts/fashion fields. Ever since I could read, I wanted to be a writer, but this wasn�t something my family/community could accept. I am Chinese with immigrant parents so the stereotype is to be a doctor, lawyer or engineer LOL and I absolutely did not want to do that. I thought I was bad at science and math and I really liked to read and write, so that kind of influenced what I wanted to study at university. Of course, I guess what I studied at university ended up influencing what I want to have a job in. Being Chinese Canadian and with immigrant parents, who were a bit stereotypical lol, I went into university straight from high school with no gap years and this was during the pandemic in 2020. I applied to two schools, all local since my parents wanted me to stay close, and I got into both. I chose UBC because, one I really liked the campus and it was higher in prestige, and two my parents probably wouldn�t have liked me going to SFU as much as UBC (and I honestly would�ve have felt the same too). I did switch majors. Originally, I wanted English, but my parents were not too happy about that. I also wanted First Nations and Indigenous studies, but my parents also thought that was too narrow. I did have a minor in Urban Studies but I dropped that to do my own research project in anthropology on outdoor sportswear and why Chinese people in Vancouver wear this type of style. I like anthropology because the readings are more specific and in depth about peoples� lives or situations. If I was better at doing my homework, I probably would have done something related to food or farming since I really enjoyed farming in my summers with an urban farming summer camp in the city. To this day, I think my parents still don�t know why I chose anthropology and what I�m going to do with this degree. A lot of my university journey was about balancing what my parents were worried about (job security, difficulty of program, its prestige etc) with what I wanted nan My main hobby is reading the internet. I�m on reddit a lot and my favourite places to browse are pop culture chat/faux moi, cooking/recipes/food, the ubc subreddit, starbucks, lushcosmetics, makeupaddiction/rehab and more. If I had the attention span to read, I�d do that, but I�m mostly scrolling through Instagram these days. I also like baking/cooking and I love watching food content on youtube. It�s a bit harder living alone to buy flour and other ingredients, so I don�t do it as much. I also love hiking when I can, which is never since I procrastinate and I don�t drive. I love the outdoors but didn�t have much opportunity to do much outdoors stuff. I also started embroidery but I�m sooooo bad at it right now. The main issue is time with school and life stuff like cooking, grocery shopping, laundry etc. takes up a lot of brain energy so I don�t often end up doing my hobbies. But yeah, those are my hobbies nan I have an urban background she/they, either or works as well as interchanged. A lot of how my personality works is from my culture, being Chinese Canadian. I had a lot of identity issues growing up since I didn�t really fit in with the stereotypes that a lot of my peers somehow ended up fitting in to. I�m shy and I don�t like talking to people, which made the transition to university and living alone very hard. I�m also not really close to my family, until much recently, since I had some struggles with mental health (anxiety and just a lot of sadness throughout my teens) that my parents didn�t really understand. My sister also did really well in school and continues to do well, while I can�t be bothered to even start my homework earlier now� Generally, if you don�t do well in school, talk back to your elders when they�re sexist, racist etc, have messy handwriting, don�t want to do the typical �Asian� activities, you�re viewed as a problem and/or just really weird. Obviously, not all Chinese Canadian people are like that, but this was (is?) something that I faced� And not fitting in, well, that�s a big thing for me now. I used to feel like I had to prove that I was Chinese to others, but now, I don�t. I also used to feel like I wasn�t enough unless I could get the academic scholarships or be top of my class. It sounds almost ridiculous as I still did really well in high school and uni, and a lot of people would love my grades lol. I�m also queer, which I think my parents don�t always understand or even want to accept. I didn�t find out about this aspect of my life until grade 9 when I joined the LGBTQ+ club lmao. Being queer helps me understand that I don�t often live/work/exist in binaries nor �boxes.� There�s a flexibility in life that I�ve come to find after realizing this aspect of me. I developed more confidence moving away and having to actually ask for help or interact with people helped with my social anxiety. nan Hmm� I think I�d be able to help with exploring identity, and finding ways to view oneself beyond school/grades/geographic location/situation etc as I�ve had to discover who I was beyond my academic performance. In addition, I did have to learn how to adult like doing laundry, grocery shopping, finding time for hobbies, going to the doctor etc. so I�d also be able to help with those topics. While I don�t have a disability, but I am a bit familiar with disability resources at universities as well as what support one can access for mental health. Also down to talk about just general mental health/parent/immigrant/being a POC/being Asian, Chinese experiences as well. I worked two holidays at Lush (the bathbomb store) and it was very very fun. I also volunteered at a thrift store, and at community centres for spring break programs. nan I'm a virgo if you're into horoscopes. My MBTI is INFP if that also helps (I don't believe in this as much). I don't usually mention this, but I do sometimes listen to K-pop, and have watched some anime. I speak Mandarin and was in ESL in elementary school and I did English tutoring as well as math lessons/practice. nan nan nan",mentor,"[('1047550236', 0.95, 'mentor'), ('1047582331', 0.95, 'mentor'), ('1047581892', 0.95, 'mentor'), ('1047585820', 0.94, 'mentor')]"
1047503059,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,mentee,"[('1047515114', 1.0, 'mentee'), ('1047537906', 1.0, 'mentee'), ('1047503435', 1.0, 'mentee'), ('1047516619', 1.0, 'mentee')]"
1047585068,nan Charles Hays Secondary - Dueck might not participate nan nan nan nan nan nan nan nan nan nan nan nan nan nan,nan,"[('1047551364', 1.0, 'mentee'), ('1047593152', 1.0, 'mentee'), ('1047513329', 1.0, 'mentee'), ('1047557261', 1.0, 'mentee')]"
1047639689,"nan Alberni Secondary I am interested in pursuing literature and/or performing arts. I've always been interested in writing and performing, and I dedicate most of my extra time to being in my schools theater productions. These are both my dream careers as I think they're the main ones I'd love to do/focus on nan I'd like to study either creative writing or theater. I've been looking into programs at both VIU, UVIC and UBC for these subjects I'd like to study.  My hobbies include art, writing, reading and acting. I love listening to music and I enjoy expanding my taste in music and literature.  No preference nan She/her nan I would like my mentor to be patient with me as I often forget to respond to people, be it friends or family members, someone who's passionate about helping others, someone who also enjoys theater/literature  nan Finding motivation, avoiding procrastination, what comes next after high school and what it means to find stability.  I am a bit shy and I often struggle with time management and communication, I'm interested in applying to UVIC, VIU and UBC, I mainly just want to stay in Vancouver/Vancouver Island for my university/college A few times a week Too busy nan",mentee,"[('1047549055', 0.99, 'mentee'), ('1047639740', 0.99, 'mentee'), ('1047567699', 0.99, 'mentor'), ('1047554098', 0.99, 'mentee')]"
1047554026,nan nan A job where I can help other people but I don't know what job in particular. nan My favorite subject is math because I am good with numbers. Play videos games and walking around Urban (big city) nan He/Him No preference 0 nan Have someone to talk to. Get help. Used to live in a rural area and then I had to move to a urban area for high school. nan nan nan,mentee,"[('1047541619', 1.0, 'mentor'), ('1047541564', 1.0, 'mentee'), ('1047639685', 1.0, 'mentee'), ('1047513324', 1.0, 'mentor')]"
1047582331,"UBC, Geological Engineering, finished undergrad in 2017 and now back in second year of Masters nan I plan to return to consulting engineering when I finish school. I have found that consulting offers a variety that working on one site at a time didn't have. I enjoy working on a few projects at once and getting to travel around BC and Canada for my work.I grew up in scouting, camping and hiking a lot, and I think that steered me towards geological engineering which can be very outdoor based. I really enjoy working with natural materials and understanding how the land we see today came to be. A lot of the projects I work on directly impact small communities in BC and it really drives me to do the best job possible to keep people safe.If money or time didn't matter my dream job would be to own/run a Bed and Breakfast on a small acreage somewhere in BC. I love hosting people but also would love the ability to have a more self-sustained lifestyle with some animals and a garden. Originally, I applied to a few universities to their educational faculty as I wanted to be a science teacher. I found it hard to imagine very many different careers with science as I hadn't been exposed to any of them. After speaking to my high school career councilor, she suggested I apply for engineer instead and see where that would take me. My first year of engineering was challenging making the leap to university from high school but at UBC (and most engineering schools in Canada), you do a general year and then pick your specialty from there. I think that extra year to explore different types of engineering really helped me as I had never heard of most types of engineering that UBC offered. nan I have been playing rugby since I was 13 and I found that it really helped my transition to the city for university when I was able to find a team to play for in Vancouver and make friends outside of school.In my spare time at home I bake cookies, banana bread and have recently been attempting different kinds of bread. As I grew up doing a lot of outdoor activities I still enjoy hiking, camping, backpacking, skiing and cross country skiing.I also like to kick back with some more chill activities around my house like gardening, sewing, knitting, crocheting and canning. nan I have an urban background she/her No nan I think I could offer support in easing the transition to a city, I grew up doing 4-H and still have a lot of friends in rural areas so have some second hand experience in how that transition can work. I'm also happy to help find resources that might be more challenging to access in a rural setting compared to an urban area. I think it can be challenging to imagine yourself in careers that you haven't been exposed to before so I'm also happy to chat about my own career or connect you to other types of engineers I know if you're interested in hands on science.To get through school I used student loans and had a few jobs while in classes so I'm also happy to talk about those resources available as well. nan I am a women in engineering and red-shirted on the women's rugby varsity team in my first year. nan nan nan",mentor,"[('1047583027', 0.96, 'mentor'), ('1047582596', 0.96, 'mentor'), ('1047550236', 0.96, 'mentor'), ('1047581892', 0.95, 'mentor')]"
1047582872,nan Tatla Lake School a tow truck driver or a mechanic  nan i dont know  video games and cooking  No preference nan he nan nan nan fix car  i help my Grandpa fix a van whan i was a kid and i help my step dad with he was a Plummer and a handyman  nan nan nan,mentee,"[('1047554072', 1.0, 'mentee'), ('1047584573', 1.0, 'mentee'), ('1047587031', 0.99, 'mentee'), ('1047516617', 0.99, 'mentee')]"
1047583027,"University of British Columbia, Vancouver. Third year in Combined Honours Biophysics. nan I have always wanted to pursue a career in medicine. Many of my relatives were nurses, so I've grown up around that profession and it always seemed like something that would be fulfilling for me. Going to graduate school for a masters in my field also interests me. I think that if I could help develop new treatments or techniques while still having a clinical practice would be an ideal case for me. In another life, I think being a professional skydiver sounds interesting. While originally from Kelowna, I wanted to go to school in Vancouver to experience living on my own in a bigger city. I wanted to be a doctor and always loved biology, so biochemistry or microbiology seemed like the obvious choice. In first year, I enrolled in a smaller program called Science One, in hopes of having a stronger online community during zoom school. The program takes an interdisciplinary approach to the sciences, focusing on the intersections between fields. Ultimately this program and its wonderful professors helped me realize I actually love physics, which I had easily written off as my least favourite subject in high school. I decided to take a chance and split the difference and take Biophysics, and I so grateful I did. I love that I can get a broad background in this niche field and I enjoy the close-knit community of the small program. nan I love most outdoors activities, kayaking, hiking, and my most recent addition being rock climbing (although I haven't had the opportunity to go outdoor climbing much yet). I also enjoy playing my violin. My favourite movies are Star Wars (the original three only of course) and current favourite TV show is Stranger Things. A goal of mine is to travel the world someday. The top of my list right now is Italy and Antarctica (sounds weird I know but the wildlife there is really great apparently). nan I have an urban background she/her No nan Apart from general advice about post secondary education, adjusting from high school to university, and study tips for university classes, I have also been fortunate enough to do research for the past two summers, and can provide insight into this career path and opportunities to get involved. I've also been through all the struggles of moving out, living on my own, and burn out, and while I am no expert I can relate and give advice regarding this aspect of going to post secondary.  nan nan nan nan nan",mentor,"[('1047582331', 0.96, 'mentor'), ('1047581892', 0.96, 'mentor'), ('1047585820', 0.96, 'mentor'), ('1047550236', 0.96, 'mentor')]"
1047503436,"nan nan I want to be successful, happy and have enough wealth to never worry about debt in the long term nan I am very interested in the field of psychology but would be willing to explore sciences and more I go to the gym 3 days a week, am in a cheerleading team, and usually spend the rest of my time playing video games or attending social gatherings Urban (big city) nan , 1 , 4 , 0 nan nan nan nan nan nan",mentee,"[('1047541564', 1.0, 'mentee'), ('1047557268', 1.0, 'mentee'), ('1047513324', 1.0, 'mentor'), ('1047541038', 1.0, 'mentee')]"
1047594497,"nan Charles Hays Secondary - Dueck The career I'm interested in pursuing is a child protection social worker. I would like to pursue this career because, I want to help make this world a better place, and to provide care and support to others who need it. A dream career of mine would probably be a lawyer, if I had better grades, and the patience for it. It's just personally too much time put into school for it. nan I plan on attending College of New Caledonia in Prince George in September for my Social Service UT Diploma, which is a two years program. After those two years I plan on transferring to the University of Northern British Columbia to finish a bachelors degree in social work. I want to work in this field for a few years then save up money, and go for my masters in social work.  I have been playing softball since the 7th grade, I play shortstop. I love playing this sport it gives me something to do on my spare time, and I have made a lot of friends from this sport. I also enjoy driving, it doesn't matter if I am by myself or with people I will put on the Sour album, and just drive around looking at the scenery.  No preference nan she/her nan nan nan I would like some advice on living on my own, because I am going to be living by myself in the fall. I would also like some more information on the transition from high school, to post secondary.  I am actively volunteering in my community. I coached a girls elementary volleyball team for one season, and I also coached a boys volleyball team for one season. I also do student council, I help plan events for our school, for example spirit week, and fundraising for international and national charities. I also volunteer at the Salvation Army twice a week for three hours a day. I help out in the food bank for the first hour, I make food hampers, for those who need it. In the last two hours I hand out out lunches to those who need it. I find it rewarding knowing I am helping others. Volunteering has helped me shape into the person I am today.  nan nan nan",mentee,"[('1047592068', 0.96, 'mentee'), ('1047583034', 0.96, 'mentor'), ('1047586345', 0.96, 'mentor'), ('1047632077', 0.95, 'mentor')]"
1047554033,"nan nan i am not a very smart person but i try and work very hard my dream job would be a nurse so i could help people nan i want to be a dietition hangout with friends, cook far from other towns/cities (like yours!) nan female, she/her male 1 nan getting advice on my life and getting to know how to live after collage not sure nan nan nan",mentee,"[('1047549396', 1.0, 'mentee'), ('1047513327', 1.0, 'mentor'), ('1047584581', 1.0, 'mentee'), ('1047541039', 1.0, 'mentee')]"
1047554084,nan nan Professional bodybuilder nan I want to be a Heavy-Duty technician. Currently have an entry level job at a shop Go to the gym and dirtbike  Urban (big city) nan HE  male  0 nan I don't know i want a match with a tradesman  nan nan nan,mentee,"[('1047498727', 1.0, 'mentee'), ('1047501363', 1.0, 'mentee'), ('1047528838', 1.0, 'mentee'), ('1047639691', 1.0, 'mentee')]"
1047593170,"nan Other I don�t really know but I�m thinking of doing a bachelor in political science and economy, because I feel like politics are something that I�m really interested in and want to know more about it,and I�m adding economic so it gives me more opportunities. I don�t have a dream careers but I�m sure that if money didn�t matter I would have chose something like psychology,something where I can help people through talking with them and also to encourage them. nan Yeah like I was saying I really want to study Political Science and Economy. And my first choice is University of Ottawa I like DRAWING! going to the gym, watching movies,hangout with family ,friends  No preference nan she/her nan nan nan Living on my own Getting motivated No preference nan nan nan",mentee,"[('1047594513', 1.0, 'mentee'), ('1047548722', 1.0, 'mentor'), ('1047588327', 1.0, 'mentee'), ('1047554104', 0.99, 'mentee')]"
1047502278,"I went to SFU for my undergraduate degree and I'm currently at UBC for my second year of medical school.  nan I'm currently in medical school, but I'm not sure what I want to specialize in yet! nan I majored in molecular biology and biochemistry at SFU and right now I'm studying medicine at UBC. I like running, binging Netflix (I recently finished the first season of The Witcher), and watching improv! I'm constantly listening to music. Some of my favourite artists include Lorde, Vampire Weekend, The Strokes, and Frank Ocean.  far from other towns/cities (like yours!) nan She/Her/Hers No Preference 1 nan I hope to share my experiences exploring my academic interests, applying for scholarships, and balancing academics, extracurriculars and life Students who are interested in medicine or medical school nan nan nan",mentor,"[('1047516501', 0.99, 'mentor'), ('1047513634', 0.99, 'mentor'), ('1047561228', 0.99, 'mentee'), ('1047516842', 0.99, 'mentor')]"
